"ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","YEAR","ESTU_DEPTO_RESIDE","ESTU_MCPIO_RESIDE","FAMI_ESTRATOVIVIENDA","COLE_BILINGUE","COLE_CARACTER","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_INGLES","PUNT_GLOBAL","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","ESTU_INSE_INDIVIDUAL","ESTU_NSE_INDIVIDUAL"
"F",2007-03-27,20234,"2023","SANTANDER","BUCARAMANGA","Estrato 2","N","TÉCNICO/ACADÉMICO",46,43,46,49,33,225,2,2,2,2,"A-",52.1044126591487,3
"F",2003-01-14,20204,"2020","LA GUAJIRA","RIOHACHA","Sin Estrato","N","ACADÉMICO",58,64,56,47,46,277,3,3,2,3,"A-",40.1251439585841,1
"M",2004-09-17,20211,"2021","VALLE","JAMUNDÍ","Estrato 4","N","ACADÉMICO",65,58,60,57,57,299,3,3,3,3,"A1",NA,NA
"F",2004-03-09,20224,"2022","CHOCO","EL CARMEN DE ATRATO","Estrato 1","N","ACADÉMICO",61,65,54,62,51,299,3,3,3,2,"A1",50.7217513977767,2
"M",2004-06-09,20204,"2020","TOLIMA","IBAGUÉ","Estrato 4","N","TÉCNICO",60,50,58,59,50,281,3,2,3,3,"A1",71.9793895686992,4
"M",2006-08-05,20234,"2023","ATLANTICO","SOLEDAD","Estrato 2","N","NO APLICA",61,52,48,55,47,267,3,3,2,2,"A-",45.0401038585951,2
"M",2004-10-06,20234,"2023","ANTIOQUIA","BELLO","Estrato 2","N","ACADÉMICO",36,51,37,30,48,196,2,3,1,1,"A1",53.1191433834984,3
"M",2005-11-05,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",56,54,50,54,52,267,3,3,2,2,"A1",44.4435412497616,2
"M",2006-11-08,20234,"2023","BOLIVAR","MAGANGUÉ","Estrato 2","N","ACADÉMICO",71,83,71,70,73,368,4,4,3,4,"B1",46.437849944625,2
"M",2004-07-14,20214,"2021","CUNDINAMARCA","VIANÍ","Estrato 1","N","ACADÉMICO",64,65,61,67,47,315,3,3,3,3,"A-",44.0744064629751,2
"M",2005-03-20,20224,"2022","NARIÑO","PASTO","Estrato 1","N","TÉCNICO",61,73,59,62,63,318,3,4,3,3,"A2",43.880985391538,2
"M",2004-10-26,20214,"2021","BOYACA","SOGAMOSO","Estrato 2","N","TÉCNICO/ACADÉMICO",57,63,53,52,55,281,3,3,2,2,"A1",57.5141280911632,3
"F",2005-12-27,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 1","N","ACADÉMICO",62,52,53,43,43,259,3,3,2,2,"A-",39.6978352625941,1
"M",2003-05-30,20204,"2020","TOLIMA","SAN ANTONIO","Estrato 3","N","ACADÉMICO",43,40,30,43,34,193,2,2,2,1,"A-",29.4306764794762,1
"M",2005-12-28,20224,"2022","ATLANTICO","SOLEDAD","Estrato 3","N","NO APLICA",54,57,45,53,36,255,3,3,2,2,"A-",48.5838522317619,2
"F",2004-04-17,20211,"2021","VALLE","CALI","Estrato 2","N","TÉCNICO",55,58,59,54,49,280,3,3,2,3,"A1",NA,NA
"F",2005-05-01,20224,"2022","META","ACACÍAS","Estrato 1","N","TÉCNICO/ACADÉMICO",45,45,46,38,33,213,2,2,1,2,"A-",60.2556189895102,3
"M",2004-10-08,20214,"2021","ATLANTICO","BARRANQUILLA","Sin Estrato","N","ACADÉMICO",37,22,31,29,42,153,2,1,1,1,"A-",48.9888533892537,2
"M",2005-07-18,20224,"2022","BOYACA","SATIVANORTE","Estrato 1","N","TÉCNICO",62,73,63,66,62,328,3,4,3,3,"A2",37.5580706682771,1
"M",2005-11-28,20231,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",58,63,62,68,73,318,3,3,3,3,"B1",68.2308691501773,4
"F",2006-01-17,20224,"2022","BOLIVAR","CARTAGENA DE INDIAS","Estrato 2","N","TÉCNICO/ACADÉMICO",73,73,72,76,73,367,4,4,4,4,"B1",59.8430109357226,3
"F",2006-09-14,20234,"2023","CUNDINAMARCA","SOACHA","Sin Estrato","N","ACADÉMICO",61,53,56,44,50,266,3,3,2,3,"A1",47.2417717176529,2
"M",2004-11-02,20214,"2021","CORDOBA","MONTERÍA","Sin Estrato","N","ACADÉMICO",41,42,37,42,48,205,2,2,2,1,"A1",44.1285879973987,2
"F",2005-04-22,20214,"2021","TOLIMA","SAN LUIS","Estrato 2","N","ACADÉMICO",46,53,38,44,38,223,2,3,2,1,"A-",52.3941399500214,3
"F",2004-11-05,20214,"2021","SANTANDER","BUCARAMANGA","Estrato 4","N","ACADÉMICO",64,68,66,66,78,335,3,3,3,3,"B1",76.0556352492675,4
"M",2005-07-19,20234,"2023","CALDAS","MANIZALES","Estrato 2","N","ACADÉMICO",62,49,53,52,65,274,3,2,2,2,"A2",54.6640900389911,3
"M",2002-07-20,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","TÉCNICO/ACADÉMICO",58,69,65,55,43,302,3,3,2,3,"A-",57.6648896627881,3
"F",2005-08-07,20224,"2022","CUNDINAMARCA","SOACHA","Estrato 3","N","ACADÉMICO",56,57,44,57,55,268,3,3,3,2,"A1",60.6578336825398,3
"M",2007-07-15,20234,"2023","SANTANDER","GIRÓN","Estrato 1","N","ACADÉMICO",68,73,63,71,65,342,4,4,4,3,"A2",52.2886877428422,3
"F",2004-03-07,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","TÉCNICO/ACADÉMICO",56,51,51,32,58,242,3,3,1,2,"A2",58.3121106065525,3
"M",2003-11-14,20224,"2022","MAGDALENA","SANTA MARTA","Estrato 3","N","ACADÉMICO",73,68,65,63,71,338,4,3,3,3,"B1",58.8192866491159,3
"M",2001-04-27,20204,"2020","CESAR","CURUMANÍ","Estrato 3","N","TÉCNICO/ACADÉMICO",39,37,26,26,32,160,2,2,1,1,"A-",43.9808362695796,2
"F",2005-05-31,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",67,65,68,69,79,341,4,3,3,3,"B+",49.5783597787861,2
"F",1977-02-05,20204,"2020","TOLIMA","SAN ANTONIO","Estrato 1","N","ACADÉMICO",48,28,36,27,31,172,2,1,1,1,"A-",23.5039060958104,1
"M",2004-07-11,20224,"2022","NARIÑO","PASTO","Estrato 3","N","ACADÉMICO",75,70,73,65,71,354,4,3,3,4,"B1",65.9101241539964,4
"F",1974-06-02,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 3","N","TÉCNICO/ACADÉMICO",61,54,47,54,51,269,3,3,2,2,"A1",45.1515252906497,2
"F",2006-04-04,20224,"2022","CAUCA","POPAYÁN","Estrato 2","N","ACADÉMICO",57,45,42,48,58,244,3,2,2,2,"A2",42.2140644286606,2
"F",2004-10-30,20224,"2022","NORTE SANTANDER","CÚCUTA","Estrato 2","N","TÉCNICO/ACADÉMICO",50,49,45,51,47,243,2,2,2,2,"A-",48.0033782506505,2
"F",2003-11-05,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 3","N","TÉCNICO/ACADÉMICO",47,42,36,49,54,222,2,2,2,1,"A1",59.7175315109484,3
"F",2004-08-08,20214,"2021","BOLIVAR","CARTAGENA DE INDIAS","Estrato 2","N","ACADÉMICO",49,35,41,40,56,212,2,1,1,2,"A1",56.4209095285526,3
"M",2003-03-11,20204,"2020","NARIÑO","PASTO","Estrato 2","N","NO APLICA",41,51,33,44,45,212,2,3,2,1,"A-",53.0065733126182,3
"F",2004-11-28,20214,"2021","ANTIOQUIA","CHIGORODÓ","Estrato 2","N","ACADÉMICO",59,48,61,54,51,276,3,2,2,3,"A1",70.8025853581682,4
"F",2007-02-04,20234,"2023","NORTE SANTANDER","VILLA DEL ROSARIO","Estrato 1","N","TÉCNICO/ACADÉMICO",54,49,39,47,40,233,3,2,2,1,"A-",31.376671888139,1
"F",2002-10-10,20214,"2021","CUNDINAMARCA","MADRID","Estrato 2","N","ACADÉMICO",44,55,38,46,41,227,2,3,2,1,"A-",43.5682662462569,2
"F",2003-11-06,20204,"2020","SANTANDER","GIRÓN","Estrato 2","N","ACADÉMICO",42,47,43,37,37,209,2,2,1,2,"A-",48.2597072177973,2
"M",2004-02-04,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 1","N","NO APLICA",47,51,40,31,38,210,2,3,1,1,"A-",49.2017395959305,2
"F",2002-12-30,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",50,56,39,42,48,234,2,3,2,1,"A1",44.5823976281979,2
"F",2007-03-09,20234,"2023","CAUCA","TOTORÓ","Sin Estrato","N","TÉCNICO",44,52,45,47,48,235,2,3,2,2,"A1",47.4117689544149,2
"F",2003-06-06,20214,"2021","BOLIVAR","CÓRDOBA","Estrato 4","N","TÉCNICO",31,38,34,42,44,184,1,2,2,1,"A-",51.4494499551447,3
"F",2002-12-20,20214,"2021","ARAUCA","ARAUCA","Estrato 1","N","TÉCNICO/ACADÉMICO",27,31,34,36,31,160,1,1,1,1,"A-",44.680687403355,2
"F",2005-11-10,20224,"2022","ANTIOQUIA","COPACABANA","Estrato 3","N","ACADÉMICO",75,81,68,66,83,367,4,4,3,3,"B+",60.1514689350065,3
"F",2004-02-29,20214,"2021","CUNDINAMARCA","SOACHA","Estrato 1","N","ACADÉMICO",56,52,46,43,30,239,3,3,2,2,"A-",49.1146667161193,2
"F",2007-07-20,20234,"2023","ANTIOQUIA","APARTADÓ","Estrato 3","N","TÉCNICO/ACADÉMICO",56,50,46,55,54,260,3,2,2,2,"A1",48.2109518721324,2
"F",2005-06-28,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",51,47,41,48,55,237,3,2,2,2,"A1",54.3531233456335,3
"M",2006-10-10,20234,"2023","NARIÑO","PASTO","Estrato 1","N","ACADÉMICO",71,73,67,70,69,351,4,4,3,3,"B1",53.3874931265153,3
"F",2005-07-27,20234,"2023","ANTIOQUIA","BELLO","Estrato 1","N","ACADÉMICO",52,45,45,43,41,229,3,2,2,2,"A-",45.4376989035688,2
"F",2004-12-22,20234,"2023","SUCRE","LOS PALMITOS","Estrato 3","N","ACADÉMICO",32,34,31,34,30,163,1,1,1,1,"A-",46.5514973141599,2
"M",2006-07-11,20234,"2023","BOYACA","TUNJA","Estrato 2","N","ACADÉMICO",72,75,69,70,75,359,4,4,3,3,"B1",68.1517710725345,4
"F",2005-01-28,20214,"2021","ANTIOQUIA","MEDELLÍN","Estrato 2","N","TÉCNICO/ACADÉMICO",63,58,53,53,61,285,3,3,2,2,"A2",47.1513128779819,2
"M",2000-07-16,20214,"2021","BOLIVAR","SAN JACINTO DEL CAUCA","Estrato 2","N","ACADÉMICO",35,30,26,37,39,163,1,1,1,1,"A-",36.3598881965794,1
"F",1990-07-24,20214,"2021","META","CUMARAL","Estrato 1","N","ACADÉMICO",51,29,43,46,39,210,3,1,2,2,"A-",35.8920317883253,1
"F",2006-07-05,20234,"2023","MAGDALENA","SANTA MARTA","Estrato 2","N","ACADÉMICO",61,55,53,51,40,269,3,3,2,2,"A-",53.4420393887787,3
"F",2003-08-23,20224,"2022","CESAR","VALLEDUPAR","Estrato 2","N","TÉCNICO",44,35,38,41,33,195,2,1,2,1,"A-",46.9047935989406,2
"F",2004-12-04,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",48,49,43,48,48,235,2,2,2,2,"A1",NA,NA
"F",2005-01-03,20214,"2021","TOLIMA","HONDA","Estrato 1","N","TÉCNICO/ACADÉMICO",56,54,51,52,50,265,3,3,2,2,"A1",42.0022494295853,2
"F",2004-03-09,20204,"2020","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","TÉCNICO/ACADÉMICO",57,62,52,66,53,294,3,3,3,2,"A1",54.7327117793524,3
"M",2005-09-27,20234,"2023","CESAR","EL PASO","Estrato 3","N","TÉCNICO/ACADÉMICO",58,67,58,42,66,285,3,3,2,3,"A2",48.3346752722588,2
"M",2004-11-25,20224,"2022","CORDOBA","PURÍSIMA DE LA CONCEPCIÓN","Estrato 1","N","ACADÉMICO",59,45,43,44,34,233,3,2,2,2,"A-",40.6438941230325,1
"F",2005-11-18,20224,"2022","VALLE","YUMBO","Estrato 3","N","TÉCNICO/ACADÉMICO",39,33,30,37,32,173,2,1,1,1,"A-",51.3552189885994,3
"M",2004-12-10,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",36,44,40,43,43,205,2,2,2,1,"A-",42.0271640592892,2
"F",2004-04-02,20214,"2021","CAQUETA","FLORENCIA","Estrato 1","N","TÉCNICO/ACADÉMICO",52,31,40,40,46,206,3,1,1,1,"A-",38.2728151780953,1
"F",2000-10-23,20204,"2020","BOYACA","DUITAMA","Estrato 2","N","TÉCNICO",48,43,45,42,45,223,2,2,2,2,"A-",49.4366939811853,2
"F",2005-11-09,20234,"2023","LA GUAJIRA","MAICAO","Estrato 1","N","ACADÉMICO",39,27,38,38,37,178,2,1,1,1,"A-",27.489053244974,1
"F",2005-12-20,20234,"2023","CUNDINAMARCA","MOSQUERA","Estrato 3","N","TÉCNICO/ACADÉMICO",64,60,58,60,62,303,3,3,3,3,"A2",62.2611032493623,3
"M",2006-05-11,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","ACADÉMICO",54,60,49,57,53,274,3,3,3,2,"A1",63.0488266829372,3
"M",2003-10-25,20204,"2020","MAGDALENA","SABANAS DE SAN ÁNGEL","Estrato 1","N","TÉCNICO/ACADÉMICO",37,45,38,49,47,213,2,2,2,1,"A-",54.1415265156122,3
"F",2007-05-20,20234,"2023","MAGDALENA","ZONA BANANERA","Estrato 1","N","TÉCNICO/ACADÉMICO",70,67,69,64,46,329,4,3,3,3,"A-",NA,NA
"M",2004-04-20,20224,"2022","CUNDINAMARCA","SOACHA","Estrato 6","N","ACADÉMICO",52,43,38,45,44,222,3,2,2,1,"A-",50.5856042456824,2
"M",2005-05-20,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",60,56,55,62,54,290,3,3,3,2,"A1",57.0456545288027,3
"F",2006-01-25,20234,"2023","SANTANDER","BUCARAMANGA","Estrato 4","N","TÉCNICO/ACADÉMICO",50,48,52,51,59,255,2,2,2,2,"A2",60.1495225928061,3
"F",2002-12-29,20214,"2021","NARIÑO","PASTO","Estrato 1","N","NO APLICA",60,39,54,48,39,247,3,2,2,2,"A-",48.1128236701799,2
"M",2006-04-27,20234,"2023","QUINDIO","ARMENIA","Estrato 4","N","TÉCNICO/ACADÉMICO",65,73,57,64,66,324,3,4,3,3,"A2",67.7859729796465,4
"M",2003-05-16,20204,"2020","CALDAS","MANIZALES","Estrato 4","N","TÉCNICO/ACADÉMICO",70,65,62,55,51,310,4,3,2,3,"A1",56.9190967000632,3
"F",2006-01-23,20234,"2023","BOYACA","CHIQUINQUIRÁ","Estrato 1","N","TÉCNICO/ACADÉMICO",57,54,56,44,47,262,3,3,2,3,"A-",49.3078509975471,2
"F",2005-03-21,20214,"2021","CUNDINAMARCA","LA MESA","Estrato 2","N","TÉCNICO/ACADÉMICO",46,52,30,42,45,213,2,3,2,1,"A-",48.3269148161082,2
"F",2004-09-15,20214,"2021","CUNDINAMARCA","VILLA DE SAN DIEGO DE UBATÉ","Estrato 2","N","TÉCNICO/ACADÉMICO",59,70,61,62,57,313,3,3,3,3,"A1",48.8360049829077,2
"F",2006-12-09,20234,"2023","MAGDALENA","SALAMINA","Estrato 2","N","ACADÉMICO",39,36,33,43,37,188,2,2,2,1,"A-",40.1767486833383,1
"M",2005-01-19,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",58,54,57,53,63,280,3,3,2,3,"A2",51.392747399522,3
"F",2001-12-21,20214,"2021","LA GUAJIRA","SAN JUAN DEL CESAR","Estrato 1","N","TÉCNICO/ACADÉMICO",44,51,46,44,35,227,2,3,2,2,"A-",43.4957308989579,2
"M",2003-09-10,20224,"2022","NARIÑO","PASTO","Estrato 3","N","ACADÉMICO",55,45,48,39,54,237,3,2,1,2,"A1",62.86517024095,3
"F",2006-12-16,20224,"2022","VALLE","BUENAVENTURA","Estrato 3","N","TÉCNICO",55,49,35,38,31,216,3,2,1,1,"A-",53.6002834299385,3
"F",2003-09-16,20224,"2022","ANTIOQUIA","CAREPA","Estrato 2","N","ACADÉMICO",57,35,47,43,47,228,3,1,2,2,"A-",41.2712326296408,2
"M",2003-08-20,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 4","N","ACADÉMICO",69,62,77,66,100,355,4,3,3,4,"B+",76.6533670703157,4
"M",2003-02-05,20214,"2021","VALLE","BUENAVENTURA","Estrato 2","N","ACADÉMICO",37,31,34,35,32,170,2,1,1,1,"A-",44.3006226800493,2
"M",2005-05-20,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",56,53,53,46,60,263,3,3,2,2,"A2",53.6948538981831,3
"M",4-01-17,20201,"2020","VALLE","CALI","Sin Estrato","N","TÉCNICO",54,60,44,46,57,257,3,3,2,2,"A1",NA,NA
"F",2003-07-22,20211,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 6","S","ACADÉMICO",59,58,53,56,71,288,3,3,3,2,"B1",NA,NA
"M",2003-09-15,20214,"2021","BOLIVAR","MAGANGUÉ","Estrato 1","N","ACADÉMICO",46,48,42,40,41,219,2,2,1,2,"A-",45.8737240443384,2
"M",2003-08-03,20204,"2020","BOYACA","PAIPA","Estrato 3","N","ACADÉMICO",59,64,69,61,60,315,3,3,3,3,"A2",56.9504611258917,3
"F",2005-08-01,20224,"2022","BOYACA","TINJACÁ","Estrato 2","N","ACADÉMICO",69,65,61,56,59,312,4,3,3,3,"A2",51.836758219156,3
"M",2007-01-24,20234,"2023","ATLANTICO","SOLEDAD","Estrato 3","N","NO APLICA",47,35,40,41,43,205,2,1,2,1,"A-",44.0176559920903,2
"M",2004-10-20,20204,"2020","CUNDINAMARCA","MADRID","Estrato 2","N","ACADÉMICO",40,54,46,48,52,237,2,3,2,2,"A1",58.01166047307,3
"F",2005-12-01,20224,"2022","QUINDIO","CALARCÁ","Estrato 1","N","ACADÉMICO",50,33,30,45,54,203,2,1,2,1,"A1",61.6576588264696,3
"F",2005-09-24,20234,"2023","ANTIOQUIA","TURBO","Estrato 3","N","TÉCNICO/ACADÉMICO",60,57,49,44,42,258,3,3,2,2,"A-",39.8452185834818,1
"F",2004-05-27,20234,"2023","VALLE","CANDELARIA","Estrato 1","N","TÉCNICO/ACADÉMICO",41,42,41,32,51,200,2,2,1,2,"A1",35.4127402210503,1
"F",2005-02-28,20214,"2021","CESAR","CHIMICHAGUA","Sin Estrato","N","ACADÉMICO",37,39,30,40,48,187,2,2,1,1,"A1",39.2230608793661,1
"M",2007-07-08,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",51,53,49,59,52,265,3,3,3,2,"A1",47.2449969932772,2
"M",2005-03-23,20234,"2023","HUILA","ALGECIRAS","Estrato 2","N","ACADÉMICO",52,60,48,55,45,265,3,3,2,2,"A-",51.3394189497803,3
"F",2002-10-05,20211,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 5","N","ACADÉMICO",65,61,59,62,81,316,3,3,3,3,"B+",NA,NA
"M",2006-06-12,20231,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 6","N","ACADÉMICO",59,51,47,46,73,262,3,3,2,2,"B1",70.8218703678643,4
"M",2006-08-17,20234,"2023","CORDOBA","MONTELÍBANO","Estrato 1","N","ACADÉMICO",57,57,55,56,35,273,3,3,3,2,"A-",52.9603820860672,3
"F",2004-06-21,20234,"2023","LA GUAJIRA","VILLANUEVA","Estrato 2","N","TÉCNICO/ACADÉMICO",43,34,41,43,40,201,2,1,2,2,"A-",49.0808868342907,2
"M",2006-11-08,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",57,58,49,42,52,258,3,3,2,2,"A1",50.4778688568086,2
"M",2006-04-17,20234,"2023","NARIÑO","LA CRUZ","Estrato 3","N","TÉCNICO",44,48,43,43,36,219,2,2,2,2,"A-",37.9869092873859,1
"F",2006-04-04,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",69,57,69,60,78,324,4,3,3,3,"B1",67.8156431315583,4
"M",2004-02-02,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",59,65,65,59,57,308,3,3,3,3,"A1",52.4667568029271,3
"M",2005-07-10,20224,"2022","NORTE SANTANDER","CÚCUTA","Estrato 1","N","ACADÉMICO",73,80,76,82,77,388,4,4,4,4,"B1",34.3539512329523,1
"F",2005-07-09,20234,"2023","ANTIOQUIA","RIONEGRO","Estrato 4","N","NO APLICA",62,65,64,66,84,329,3,3,3,3,"B+",69.9169753501454,4
"M",2004-11-20,20224,"2022","CHOCO","RÍO IRÓ","Estrato 3","N","ACADÉMICO",39,30,33,41,32,177,2,1,2,1,"A-",43.6311518564982,2
"F",2003-11-03,20214,"2021","ANTIOQUIA","ABEJORRAL","Estrato 1","N","TÉCNICO/ACADÉMICO",59,47,50,48,40,251,3,2,2,2,"A-",43.8567561268714,2
"M",2002-03-21,20201,"2020","SANTANDER","BUCARAMANGA","Estrato 3","N","ACADÉMICO",51,62,46,58,53,271,3,3,3,2,"A1",61.6248742346758,3
"F",2006-01-21,20224,"2022","PUTUMAYO","PUERTO CAICEDO","Estrato 1","N","TÉCNICO/ACADÉMICO",45,40,37,50,38,213,2,2,2,1,"A-",NA,NA
"M",2004-06-30,20224,"2022","NARIÑO","IPIALES","Estrato 1","N","NO APLICA",40,36,27,37,41,177,2,2,1,1,"A-",47.6180379424713,2
"M",2006-07-19,20234,"2023","TOLIMA","FRESNO","Estrato 3","N","TÉCNICO",47,45,49,57,47,247,2,2,3,2,"A-",51.0289306655535,2
"F",2004-11-10,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","NO APLICA",73,68,63,64,71,337,4,3,3,3,"B1",54.6963242255118,3
"M",2002-04-17,20204,"2020","VALLE","PALMIRA","Estrato 2","N","ACADÉMICO",64,60,60,66,55,310,3,3,3,3,"A1",56.6337759959779,3
"F",2005-01-31,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",36,45,47,46,36,215,2,2,2,2,"A-",56.9887660386786,3
"M",2003-06-23,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 1","N","ACADÉMICO",53,52,55,59,52,273,3,3,3,2,"A1",35.0998961992036,1
"M",2005-10-05,20214,"2021","CAUCA","CAJIBÍO","Estrato 3","N","TÉCNICO",48,50,42,39,43,223,2,2,1,2,"A-",54.4017322066348,3
"M",2004-01-29,20204,"2020","RISARALDA","PEREIRA","Estrato 1","S","ACADÉMICO",67,57,55,53,40,283,4,3,2,2,"A-",48.7325702436619,2
"M",2006-08-15,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",63,69,66,63,74,330,3,3,3,3,"B1",64.2979691392631,4
"F",2006-08-17,20224,"2022","TOLIMA","MELGAR","Estrato 2","N","TÉCNICO",44,45,52,37,40,221,2,2,1,2,"A-",60.5082356185584,3
"F",2003-12-08,20214,"2021","ANTIOQUIA","ENVIGADO","Estrato 3","N","ACADÉMICO",100,68,70,68,73,381,4,3,3,3,"B1",71.7561937679558,4
"M",2005-02-22,20234,"2023","META","EL CASTILLO","Sin Estrato","N","TÉCNICO/ACADÉMICO",46,40,33,35,30,189,2,2,1,1,"A-",44.5564446448372,2
"F",2004-10-27,20214,"2021","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",57,65,39,56,63,275,3,3,3,1,"A2",64.1690070062274,4
"M",2003-08-03,20204,"2020","ANTIOQUIA","SAN CARLOS","Estrato 2","N","ACADÉMICO",53,60,65,61,54,297,3,3,3,3,"A1",50.4590772459014,2
"F",2004-03-30,20204,"2020","ANTIOQUIA","DONMATÍAS","Estrato 2","N","ACADÉMICO",37,41,21,40,43,177,2,2,1,1,"A-",52.712378409925,3
"F",2003-04-19,20224,"2022","GUAVIARE","SAN JOSÉ DEL GUAVIARE","Estrato 1","N","TÉCNICO/ACADÉMICO",43,45,36,40,49,208,2,2,1,1,"A1",36.3112927431188,1
"F",2005-06-06,20224,"2022","NORTE SANTANDER","OCAÑA","Estrato 2","N","TÉCNICO/ACADÉMICO",46,32,31,47,53,200,2,1,2,1,"A1",65.3747391322087,4
"F",2005-07-30,20224,"2022","SANTANDER","BARRANCABERMEJA","Estrato 4","N","ACADÉMICO",73,68,64,70,71,345,4,3,3,3,"B1",61.427157860266,3
"F",2005-10-31,20224,"2022","HUILA","NEIVA","Estrato 1","N","TÉCNICO/ACADÉMICO",56,49,48,47,35,244,3,2,2,2,"A-",51.7964595881314,3
"F",2001-10-01,20204,"2020","CUNDINAMARCA","MOSQUERA","Estrato 3","N","NO APLICA",64,57,45,47,47,264,3,3,2,2,"A-",47.9303102209232,2
"M",2005-05-26,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",72,55,62,59,69,313,4,3,3,3,"B1",57.5919731268075,3
"F",2003-01-02,20214,"2021","CUNDINAMARCA","FUSAGASUGÁ","Estrato 3","N","ACADÉMICO",58,44,40,55,48,246,3,2,2,1,"A1",57.6284176069883,3
"F",2005-08-18,20224,"2022","CESAR","AGUSTÍN CODAZZI","Estrato 1","N","TÉCNICO/ACADÉMICO",56,40,42,40,45,223,3,2,1,2,"A-",50.9717345027173,2
"M",2002-02-02,20204,"2020","CALDAS","MANIZALES","Estrato 4","N","ACADÉMICO",54,52,47,38,41,236,3,3,1,2,"A-",53.4607999328154,3
"M",2005-09-21,20224,"2022","BOGOTÁ","BOGOTÁ D.C.","Estrato 3","N","ACADÉMICO",59,54,56,61,62,289,3,3,3,3,"A2",70.1698370250534,4
"F",2004-09-09,20214,"2021","ATLANTICO","BARRANQUILLA","Estrato 3","N","TÉCNICO/ACADÉMICO",63,65,62,64,69,320,3,3,3,3,"B1",51.7425877603323,3
"M",2007-05-12,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",59,68,47,57,57,288,3,3,3,2,"A1",52.0955193734704,3
"F",2007-02-15,20234,"2023","BOGOTÁ","BOGOTÁ D.C.","Estrato 2","N","ACADÉMICO",50,51,45,51,44,244,2,3,2,2,"A-",53.1279749650167,3
"F",2006-06-03,20224,"2022","HUILA","GUADALUPE","Estrato 1","N","TÉCNICO/ACADÉMICO",55,60,58,52,56,281,3,3,2,3,"A1",43.4956924753102,2
"M",2004-06-01,20224,"2022","ANTIOQUIA","MEDELLÍN","Estrato 2","N","ACADÉMICO",42,37,38,41,30,194,2,2,2,1,"A-",52.7574724959711,3
"M",2004-08-02,20214,"2021","NORTE SANTANDER","VILLA DEL ROSARIO","Estrato 2","N","TÉCNICO",43,46,29,44,37,201,2,2,2,1,"A-",50.8116905795048,2
"F",2006-11-01,20234,"2023","ANTIOQUIA","TURBO","Estrato 2","N","TÉCNICO/ACADÉMICO",40,44,35,46,31,202,2,2,2,1,"A-",46.2038776972305,2
